RESDATE,QBFDEP,BIDCITY,BIDSTATE,CLOSCD,PSTALP,BSTATUS,COMMENTS,CITYST,RESTYPE,COSTMOSTRECENTASOF,URL,PTRDATE,COST,QBFASSET,UNINSDEP,TERMI,FAILYR,CHCLASS,FUND,BANKNO,BIDNAME,FIN,FAILDATE,SAVR,RESTYPE1,NAME,CHCLASS1,FSL_PROG,CITY,CERT,BRDATE,ID
3/14/1986,16196.0,MANKATO,MN,DPSAN,MN,I,,"LAMBERTON, MN",FAILURE,30JUN2024,na,,3611.0,17139.0,,T,1986,NM,1,,AMERICAN BANK MANKATO,6667,3/14/1986,FDIC,IDT,FARMERS & MERCHANTS ST BK OF LAMBERTON,NM,,LAMBERTON,1405.0,,1157
8/18/1988,601823.0,DALLAS,TX,,TX,,,"WICHITA FALLS, TX",ASSISTANCE,30JUN2024,na,,578793.0,664049.0,,,1986,SL,3,,AMERICAN FEDERAL FSB,1797,3/14/1986,FSLIC,A/A,MERCURY S&LA OF TEXAS,SL,MCP-B,WICHITA FALLS,31186.0,86-03-14,1158
8/18/1988,279080.0,DALLAS,TX,,TX,,,"CAMERON, TX",ASSISTANCE,30JUN2024,na,,348177.0,306041.0,,,1986,SL,3,,AMERICAN FEDERAL FSB,1797,3/14/1986,FSLIC,A/A,BEN MILAM S&LA,SL,MCP-B,CAMERON,31590.0,86-03-14,1159
3/7/1986,6209.0,,,POSAN,MO,I,,"WINIGAN, MO",FAILURE,30JUN2024,na,,1270.0,6534.0,,T,1986,NM,1,,,6666,3/7/1986,FDIC,PO,THE CITIZENS BANK OF WINIGAN,NM,,WINIGAN,9391.0,,1156
3/6/1986,20228.0,OMAHA,NE,PANAN,NE,I,,"TEKAMAH, NE",FAILURE,30JUN2024,na,,2204.0,21166.0,,T,1986,N,1,,NEBRASKA NATIONAL BANK,2539,3/6/1986,FDIC,PA,THE FIRST NATIONAL BANK OF TEKAMAH,N,,TEKAMAH,5482.0,,1154
3/6/1986,49606.0,PLAINVIEW,TX,PANAN,TX,I,,"PLAINVIEW, TX",FAILURE,30JUN2024,na,,1632.0,48357.0,,T,1986,N,1,,FIRST NB OF PLAINVIEW,2540,3/6/1986,FDIC,PA,THE CITY NATIONAL BANK OF PLAINVIEW,N,,PLAINVIEW,13920.0,,1155
2/27/1986,13623.0,GORMAN,TX,PANNN,TX,I,,"GORMAN, TX",FAILURE,30JUN2024,na,,5669.0,14486.0,,T,1986,N,1,,CITIZENS STATE BANK,2537,2/27/1986,FDIC,PA,THE FIRST NATIONAL BANK OF GORMAN,N,,GORMAN,3224.0,,1153
2/21/1986,14260.0,DOUGLAS,WY,PANNN,WY,I,,"DOUGLAS, WY",FAILURE,30JUN2024,na,,4103.0,14020.0,,T,1986,N,1,,FIRST WYOMING BANK-DOUGL,2538,2/21/1986,FDIC,PA,FIRST NATIONAL BANK AT DOUGLAS,N,,DOUGLAS,19405.0,,1150
2/21/1986,21408.0,,,POBNA,OK,I,,"ELK CITY, OK",FAILURE,30JUN2024,na,,7862.0,22159.0,,T,1986,SM,1,,,6661,2/21/1986,FDIC,PO,ELK CITY STATE BANK,SM,,ELK CITY,23151.0,,1151
5/8/1987,180527.0,MINNEAPOLIS,MN,,IA,I,,"MOUNT PLEASANT, IA",FAILURE,30JUN2024,na,,98990.0,192018.0,,T,1986,SL,3,,MIDWEST FS&LA OF MINNEAPOLI,7574,2/21/1986,FSLIC,IDT,CAPITOL S&LA,SL,MCP-C,MOUNT PLEASANT,29920.0,86-02-21,1152
2/14/1986,18008.0,ANAMOSA,IA,PANNN,IA,I,,"TIPTON, IA",FAILURE,30JUN2024,na,,665.0,17896.0,,T,1986,N,1,,CITIZENS SAVINGS BANK,2535,2/14/1986,FDIC,PA,FIRST NATIONAL BANK OF TIPTON,N,,TIPTON,16740.0,,1145
2/14/1986,577791.0,ST. PETERSBURG,FL,PASNN,FL,I,,"ST. PETERSBURG, FL",FAILURE,30JUN2024,na,,134893.0,591667.0,,T,1986,NM,1,,CHASE BANK OF FLORIDA NA,2536,2/14/1986,FDIC,PA,PARK BANK OF FLORIDA,NM,,ST. PETERSBURG,20859.0,,1146
2/14/1986,9608.0,,,PONNN,TX,I,,"DALLAS, TX",FAILURE,30JUN2024,na,,3208.0,9911.0,,T,1986,N,1,,,5660,2/14/1986,FDIC,PO,"EXECUTIVE CENTER BANK, N.A.",N,,DALLAS,25162.0,,1147
6/6/1988,958953.0,,,,CA,I,,"COSTA MESA, CA",FAILURE,30JUN2024,na,,743908.0,978635.0,,T,1986,SL,3,,,7576,2/14/1986,FSLIC,PO,AMERICAN DIVERSIFIED SAVINGS BANK,SL,MCP-B,COSTA MESA,32006.0,86-02-14,1148
2/14/1986,70825.0,,,,FL,,,"JACKSONVILLE BEACH, FL",FAILURE,30JUN2024,na,,33410.0,65233.0,,,1986,SL,3,,,0,2/14/1986,FSLIC,IDT,INTERCAPITAL S&LA,SL,,JACKSONVILLE BEACH,32215.0,,1149
2/26/1988,83873.0,LONG BEACH,CA,,CA,I,,"EXETER, CA",FAILURE,30JUN2024,na,,29755.0,81642.0,,T,1986,SL,3,,GUARDIAN S&LA,7566,2/12/1986,FSLIC,IDT,MT. WHITNEY S&LA,SL,MCP-B,EXETER,32058.0,86-02-12,1144
2/7/1986,19384.0,ELK CREEK,NE,PABAN,NE,I,,"TECUMSEH, NE",FAILURE,30JUN2024,na,,4818.0,20173.0,,T,1986,SM,1,,STATE BANK OF ELK CREEK,2534,2/7/1986,FDIC,PA,JOHNSON COUNTY BANK,SM,,TECUMSEH,11484.0,,1141
2/7/1986,99181.0,SAN FRANCISCO,CA,DPSNN,CA,I,,"PLACENTIA, CA",FAILURE,30JUN2024,na,,0.0,101081.0,,T,1986,NM,1,,BARCLAYS BANK OF CALIFOR,6657,2/7/1986,FDIC,IDT,VALENCIA BANK,NM,,PLACENTIA,20572.0,,1142
8/15/1986,13559.0,OMAHA,NE,,KS,,,"KANSAS CITY, KS",ASSISTANCE,30JUN2024,na,,24.0,12728.0,,,1986,SL,3,,COMMERCIAL FS&LA,1692,2/7/1986,FSLIC,A/A,CORONADO FS&LA,SL,MCP-B,KANSAS CITY,31645.0,86-02-07,1143
2/6/1986,49408.0,,,PONAA,IA,I,,"ALBIA, IA",FAILURE,30JUN2024,na,,13438.0,51966.0,,T,1986,N,1,,,5655,2/6/1986,FDIC,PO,THE PEOPLES NATIONAL BANK & TRUST,N,,ALBIA,4422.0,,1140
1/31/1986,52223.0,LAS VEGAS,NV,,NV,,,"LAS VEGAS, NV",ASSISTANCE,30JUN2024,na,,3.0,52115.0,,,1986,SL,3,,GREAT WEST SAVINGS&LOAN ASS,1878,1/31/1986,FSLIC,A/A,GREAT WEST S&LA,SL,,LAS VEGAS,32149.0,,1139
12/11/1987,220643.0,ST. LOUIS,MO,,MO,I,,"ST. LOUIS, MO",FAILURE,30JUN2024,na,,100781.0,242394.0,,T,1986,SL,3,,"UNITED POSTAL, SA",7562,1/30/1986,FSLIC,IDT,BOHEMIAN S&LA,SL,,ST. LOUIS,32273.0,86-01-30,1138
1/24/1986,39601.0,SALT LAKE CITY,UT,PABNN,UT,I,,"SALT LAKE CITY, UT",FAILURE,30JUN2024,na,,10297.0,38492.0,,T,1986,SM,1,,CITIBANK UTAH,2531,1/24/1986,FDIC,PA,UTAH FIRSTBANK,SM,,SALT LAKE CITY,22715.0,,1136
1/24/1986,10893.0,SALT LAKE CITY,UT,PABNN,UT,I,,"SALT LAKE CITY, UT",FAILURE,30JUN2024,na,,537.0,11698.0,,T,1986,SM,1,,ZIONS FIRST NATIONAL BAN,2532,1/24/1986,FDIC,PA,PIONEER STATE BANK,SM,,SALT LAKE CITY,22818.0,,1137
1/17/1986,37908.0,METAIRIE,LA,PASAN,LA,I,,"METAIRIE, LA",FAILURE,30JUN2024,na,,15563.0,39362.0,,T,1986,NM,1,,FIRST INDUSTRIAL B&T CO,2530,1/17/1986,FDIC,PA,FIRST PROGRESSIVE BANK,NM,,METAIRIE,21722.0,,1134
1/17/1986,18905.0,CASPER,WY,DPSNN,WY,I,,"CASPER, WY",FAILURE,30JUN2024,na,,7066.0,20489.0,,T,1986,NM,1,,HILLTOP NATIONAL BANK,6652,1/17/1986,FDIC,IDT,AMERICAN BANK OF CASPER,NM,,CASPER,22670.0,,1135
1/10/1986,36452.0,LAKE PROVIDENCE,LA,PASAN,LA,I,,"LAKE PROVIDENCE, LA",FAILURE,30JUN2024,na,,13622.0,41444.0,,T,1986,NM,1,,LOUISIANA DELTA BANK,2529,1/10/1986,FDIC,PA,BANK OF DIXIE,NM,,LAKE PROVIDENCE,8147.0,,1133
1/9/1986,9239.0,WHITE CITY,KS,PANAN,KS,I,,"WHITE CITY, KS",FAILURE,30JUN2024,na,,3408.0,9607.0,,T,1986,N,1,,BANK OF WHITE CITY,2527,1/9/1986,FDIC,PA,THE FIRST NATIONAL BANK OF WHITE CITY,N,,WHITE CITY,4798.0,,1130
1/9/1986,18897.0,LAWTON,OK,PASNN,OK,I,,"CACHE, OK",FAILURE,30JUN2024,na,,4108.0,20725.0,,T,1986,NM,1,,AMERICAN NB OF LAWTON,2528,1/9/1986,FDIC,PA,FIRST STATE BANK,NM,,CACHE,8976.0,,1131
2/10/1989,49569.0,,,DPSNN,CA,I,,"MANHATTAN BEACH, CA",FAILURE,30JUN2024,na,,23812.0,51119.0,,T,1986,SL,3,,,6933,1/9/1986,FSLIC,IDT,MANHATTAN BEACH S&LA,SL,MCP-B,MANHATTAN BEACH,32205.0,86-01-09,1132
1/2/1986,55689.0,SHARON,PA,,OH,,,"ASHTABULA, OH",ASSISTANCE,30JUN2024,na,,,52751.0,,,1986,SL,3,,FIRST FEDERAL OF WESTERN PE,0,1/2/1986,FSLIC,A/A,FIRST FS&LA,SL,,ASHTABULA,29406.0,,1129
12/31/1985,405013.0,WHITE PLAINS,NY,,NY,,,"WHITE PLAINS, NY",ASSISTANCE,30JUN2024,na,,5723.0,413948.0,,,1985,SI,1,,HOME SAVINGS BANK,1925,12/31/1985,FDIC,A/A,HOME SAVINGS BANK,SI,,WHITE PLAINS,16074.0,,1127
12/31/1985,341031.0,NORTHPORT,NY,,FL,,,"TALAHASSEE, FL",ASSISTANCE,30JUN2024,na,,12854.0,367489.0,,,1985,SL,3,,ANCHOR SAVINGS BANK FSB,1679,12/31/1985,FSLIC,A/A,SUN FS&LA,SL,,TALAHASSEE,30611.0,,1128
12/20/1985,6603.0,FROST,MN,PASAN,MN,I,,"FROST, MN",FAILURE,30JUN2024,na,,2031.0,7736.0,,T,1985,NM,1,,FROST STATE BANK,2525,12/20/1985,FDIC,PA,STATE BANK OF FROST,NM,,FROST,1917.0,,1123
12/20/1985,28772.0,LOS ANGELES,CA,PASNN,CA,I,,"GLENDALE, CA",FAILURE,30JUN2024,na,,5899.0,35813.0,,T,1985,NM,1,,STERLING BANK,2526,12/20/1985,FDIC,PA,FIRST CITY BANK,NM,,GLENDALE,22698.0,,1124
6/22/1988,59940.0,EL PASO,TX,,TX,,,"BROWNFIELD, TX",ASSISTANCE,30JUN2024,na,,10973.0,64709.0,,,1985,SL,3,,"MERABANK TEXAS, FSB",1796,12/20/1985,FSLIC,A/A,BROWNFIELD  S&LA,SL,MCP-C/SWP,BROWNFIELD,30507.0,85-12-20,1125
8/26/1988,815045.0,EL PASO,TX,,TX,,,"LUBBOCK, TX",ASSISTANCE,30JUN2024,na,,1148063.0,841612.0,,,1985,SL,3,,MERABANK TEXAS FSB,1799,12/20/1985,FSLIC,A/A,STATE S&LA OF LUBBOCK,SL,MCP-C/SWP,LUBBOCK,31117.0,85-12-20,1126
12/19/1985,16809.0,,,POSAN,MO,I,,"PRINCETON, MO",FAILURE,30JUN2024,na,,5818.0,18366.0,,T,1985,NM,1,,,6645,12/19/1985,FDIC,PO,PRINCETON STATE BANK,NM,,PRINCETON,8299.0,,1119
12/19/1985,3180.0,,,POSAN,NE,I,,"COMSTOCK, NE",FAILURE,30JUN2024,na,,785.0,3324.0,,T,1985,NM,1,,,6642,12/19/1985,FDIC,PO,FARMERS & MERCHANTS BANK,NM,,COMSTOCK,8596.0,,1120
12/19/1985,11321.0,ORD,NE,PASAN,NE,I,,"SARGENT, NE",FAILURE,30JUN2024,na,,1573.0,12474.0,,T,1985,NM,1,,FIRST NATIONAL BANK IN O,2524,12/19/1985,FDIC,PA,FARMERS STATE BANK,NM,,SARGENT,16732.0,,1121
12/19/1985,4281.0,DOUGLAS,NE,PASAN,NE,I,,"PANAMA, NE",FAILURE,30JUN2024,na,,1416.0,4376.0,,T,1985,NM,1,,FARMERS STATE BANK,2523,12/19/1985,FDIC,PA,BANK OF PANAMA,NM,,PANAMA,18726.0,,1122
12/13/1985,4079.0,EXETER,MO,PASAN,MO,I,,"EXETER, MO",FAILURE,30JUN2024,na,,1236.0,4203.0,,T,1985,NM,1,,SECURITY BANK OF SW MO,2520,12/13/1985,FDIC,PA,"THE FARMERS STATE BANK OF BARRY COUNTY, EX",NM,,EXETER,12460.0,,1116
12/13/1985,30697.0,RUIDOSO,NM,PANNN,NM,I,,"RUIDOSO, NM",FAILURE,30JUN2024,na,,16664.0,32024.0,,T,1985,N,1,,FIRST NB OF RUIDOSO,2522,12/13/1985,FDIC,PA,THE FIRST NATIONAL BANK IN LINCOLN COUNTY,N,,RUIDOSO,23977.0,,1117
12/13/1985,19130.0,LAKE OZARK,MO,PANNN,MO,I,,"LAKE OZARK, MO",FAILURE,30JUN2024,na,,2090.0,19795.0,,T,1985,N,1,,CENTRAL LAKE STATE BANK,2521,12/13/1985,FDIC,PA,LAKE NATIONAL BANK,N,,LAKE OZARK,24449.0,,1118
1/7/1987,316527.0,FORT SMITH,AR,,AR,I,,"HARRISON, AR",FAILURE,30JUN2024,na,,64079.0,451432.0,,T,1985,SL,3,,"SUPERIOR FEDERAL BANK, FSB",7524,12/6/1985,FSLIC,ABT,GUARANTY S&LA,SL,MCP-D,HARRISON,31321.0,85-12-06,1114
9/16/1988,443856.0,SEATTLE,WA,,OR,I,,"CORVALLIS, OR",FAILURE,30JUN2024,na,,249036.0,563862.0,,T,1985,SL,3,,WASHINGTON FS&LA,7525,12/6/1985,FSLIC,IDT,STATE  FS&LA,SL,MCP-D,CORVALLIS,31354.0,85-12-06,1115
12/5/1985,7550.0,,,POSAN,NE,I,,"BROKEN BOW, NE",FAILURE,30JUN2024,na,,1646.0,8040.0,,T,1985,NM,1,,,6637,12/5/1985,FDIC,PO,SECURITY STATE BANK,NM,,BROKEN BOW,1433.0,,1112
12/5/1985,27452.0,,,PONAN,OK,I,,"HENNESSY, OK",FAILURE,30JUN2024,na,,5501.0,28684.0,,T,1985,N,1,,,5638,12/5/1985,FDIC,PO,THE FARMERS AND MERCHANTS NATIONAL BANK OF,N,,HENNESSY,4115.0,,1113
1/29/1988,153498.0,CORVALLIS,OR,,OR,I,,"SALEM, OR",FAILURE,30JUN2024,na,,85218.0,239709.0,,T,1985,SL,3,,FREEDOM FS&LA,7565,12/4/1985,FSLIC,IDT,CITIZENS S&LA,SL,MCP-C,SALEM,31792.0,85-12-04,1111
12/2/1985,117130.0,SIOUX CITY,IA,,IA,,,"SIOUX CITY, IA",ASSISTANCE,30JUN2024,na,,10000.0,115303.0,,,1985,SL,3,,FIRST OF SIOUX CITY,0,12/2/1985,FSLIC,A/A,HOME FS&LA,SL,,SIOUX CITY,27622.0,,1108
12/2/1985,40926.0,MOORHEAD,MN,,MN,,,"MOORHEAD, MN",ASSISTANCE,30JUN2024,na,,48882.0,37978.0,,,1985,SL,3,,MIDLAND FS&LA,1676,12/2/1985,FSLIC,A/A,MIDLAND FS&LA,SL,,MOORHEAD,30731.0,,1109
12/2/1985,106091.0,BENTON,KY,,KY,,,"PADUCAH, KY",ASSISTANCE,30JUN2024,na,,21238.0,106672.0,,,1985,SL,3,,"REPUBLIC SAVINGS, FSB",1677,12/2/1985,FSLIC,A/A,HOME FS&LA,SL,,PADUCAH,30914.0,,1110
12/1/1985,353209.0,SEATTLE,WA,,WA,,,"SEATTLE, WA",ASSISTANCE,30JUN2024,na,,18018.0,461380.0,,,1985,SL,3,,CITIZENS FS&LA,1678,12/1/1985,FSLIC,A/A,CITIZENS FS&LA,SL,,SEATTLE,28890.0,,1107
10/14/1988,286973.0,ANN ARBOR,MI,,MI,I,,"ANN ARBOR, MI",FAILURE,30JUN2024,na,,31089.0,306069.0,,T,1985,SL,3,,GREAT LAKES  BANCORP,7585,11/26/1985,FSLIC,PO,USM (U.S. MUTUAL) S&LA,SL,MCP-C,ANN ARBOR,31761.0,85-11-26,1106
12/22/1988,100507.0,DALLAS,TX,,TX,,,"HEREFORD, TX",ASSISTANCE,30JUN2024,na,,112620.0,114611.0,,,1985,SL,3,,CONSOLIDATED S&LA,1810,11/25/1985,FSLIC,A/A,HI-PLAINS  S&LA,SL,MCP-C/SWP,HEREFORD,30952.0,85-11-25,1105
11/22/1985,10979.0,CHESTER,TX,PASNN,TX,I,,"CHESTER, TX",FAILURE,30JUN2024,na,,2088.0,11722.0,,T,1985,NM,1,,BANK OF EAST TEXAS,2517,11/22/1985,FDIC,PA,CHESTER STATE BANK,NM,,CHESTER,11931.0,,1102
11/22/1985,10524.0,INDIANAPOLIS,IN,PASNN,IN,I,,"LEO, IN",FAILURE,30JUN2024,na,,0.0,10907.0,,T,1985,NM,1,,INDIANA NATIONAL BANK,2518,11/22/1985,FDIC,PA,ALLEN COUNTY BANK AND TRUST COMPANY,NM,,LEO,20533.0,,1103
11/22/1985,22397.0,LA MESA,CA,PASNN,CA,I,,"SAN DIEGO, CA",FAILURE,30JUN2024,na,,3229.0,24114.0,,T,1985,NM,1,,GROSSMONT BANK,2519,11/22/1985,FDIC,PA,CALIFORNIA HERITAGE BANK,NM,,SAN DIEGO,21691.0,,1104
11/21/1985,14289.0,HOBART,OK,PASAN,OK,I,,"DILL CITY, OK",FAILURE,30JUN2024,na,,6907.0,15459.0,,T,1985,NM,1,,HOME STATE BANK,2515,11/21/1985,FDIC,PA,THE DILL STATE BANK,NM,,DILL CITY,2306.0,,1098
11/21/1985,16786.0,OBERLIN,KS,PANAN,KS,I,,"OBERLIN, KS",FAILURE,30JUN2024,na,,3983.0,18362.0,,T,1985,N,1,,BANK OF OBERLIN,2514,11/21/1985,FDIC,PA,DECATAUR COUNTY NATIONAL BANK OF OBERLIN,N,,OBERLIN,4740.0,,1099
11/21/1985,5847.0,CLARKSDALE,MO,PASAN,MO,I,,"CLARKSDALE, MO",FAILURE,30JUN2024,na,,1955.0,6167.0,,T,1985,NM,1,,UNITED MO BANK OF CLARKS,2516,11/21/1985,FDIC,PA,THE CLARKSDALE BANK OF CLARKDALE,NM,,CLARKSDALE,8562.0,,1100
11/21/1985,28914.0,,,POBNN,KS,I,,"LA CROSSE, KS",FAILURE,30JUN2024,na,,10042.0,32647.0,,T,1985,SM,1,,,6630,11/21/1985,FDIC,PO,THE FARMERS AND MERCHANTS STATE BANK OF RU,SM,,LA CROSSE,13160.0,,1101
11/14/1985,29155.0,,,PONNA,TX,I,,"TEAGUE, TX",FAILURE,30JUN2024,na,,7904.0,31995.0,,T,1985,N,1,,,5629,11/14/1985,FDIC,PO,FIRST NATIONAL BANK OF TEAGUE,N,,TEAGUE,5550.0,,1097
11/8/1985,6647.0,CARROLL,IA,PABNN,IA,I,,"AUBURN, IA",FAILURE,30JUN2024,na,,714.0,6833.0,,T,1985,SM,1,,CARROLL COUNTY STATE BAN,2512,11/8/1985,FDIC,PA,AUBURN SAVINGS BANK,SM,,AUBURN,14271.0,,1095
11/8/1985,43341.0,HOUSTON,TX,PASNN,TX,I,,"HOUSTON, TX",FAILURE,30JUN2024,na,,12162.0,47187.0,,T,1985,NM,1,,BANK OF WOODFOREST,2513,11/8/1985,FDIC,PA,NORTHSHORE BANK,NM,,HOUSTON,18859.0,,1096
11/1/1985,11935.0,STORM LAKE,IA,PABAN,IA,I,,"EARLY, IA",FAILURE,30JUN2024,na,,1192.0,12890.0,,T,1985,SM,1,,CITIZENS 1ST NB STORM LA,2510,11/1/1985,FDIC,PA,EARLY SAVINGS BANK,SM,,EARLY,10116.0,,1091
11/1/1985,20774.0,,,POBNN,WY,I,,"LANDER, WY",FAILURE,30JUN2024,na,,12300.0,18676.0,,T,1985,SM,1,,,6626,11/1/1985,FDIC,PO,YELLOWSTONE STATE BANK,SM,,LANDER,23218.0,,1092
11/1/1985,15214.0,AURORA,CO,PABNN,CO,I,,"AURORA, CO",FAILURE,30JUN2024,na,,7453.0,16567.0,,T,1985,SM,1,,OMNIBANK ILIFF NATIONAL,2511,11/1/1985,FDIC,PA,THE AURORA BANK,SM,,AURORA,23892.0,,1093
11/1/1985,52397.0,SPOKANE,WA,,WA,,,"CHEHALIS, WA",ASSISTANCE,30JUN2024,na,,1763.0,51877.0,,,1985,SL,3,,STERLING SAVINGS ASSN,1675,11/1/1985,FSLIC,A/A,LEWIS FS&LA,SL,,CHEHALIS,27972.0,,1094
10/28/1985,27192.0,JACKSON,MS,,TN,,,"OAKRIDGE, TN",ASSISTANCE,30JUN2024,na,,10399.0,28792.0,,,1985,SL,3,,SECURITY SLA,1674,10/28/1985,FSLIC,A/A,SECURITY TRUST S&LA,SL,,OAKRIDGE,31841.0,,1090
10/18/1985,3823.0,SILVER LAKE,MN,PASAN,MN,I,,"KANARANZI, MN",FAILURE,30JUN2024,na,,997.0,3907.0,,T,1985,NM,1,,CITIZENS STB OF SILVER L,2508,10/18/1985,FDIC,PA,FARMERS STATE BANK OF KANARANZI,NM,,KANARANZI,12189.0,,1085
10/18/1985,11495.0,CLEO SPRINGS,OK,PASAN,OK,I,,"JET, OK",FAILURE,30JUN2024,na,,5621.0,12344.0,,T,1985,NM,1,,CLEO STATE BANK,2506,10/18/1985,FDIC,PA,FIRST STATE BANK,NM,,JET,14670.0,,1086
10/18/1985,85512.0,OGDEN,UT,PASNN,UT,I,,"OGDEN, UT",FAILURE,30JUN2024,na,,33895.0,93459.0,,T,1985,NM,1,,COMMERCIAL SECURITY BANK,2509,10/18/1985,FDIC,PA,THE CITIZENS BANK,NM,,OGDEN,19383.0,,1087
10/18/1985,15130.0,BROWNWOOD,TX,PASNN,TX,I,,"EARLY, TX",FAILURE,30JUN2024,na,,3103.0,15846.0,,T,1985,NM,1,,TEXAS BANK,2507,10/18/1985,FDIC,PA,THE EARLY BANK,NM,,EARLY,23024.0,,1088
7/18/1988,526353.0,,,,CA,I,,"DAVIS, CA",FAILURE,30JUN2024,na,,137801.0,590288.0,,T,1985,SL,3,,,7578,10/18/1985,FSLIC,PO,FARMERS SAVINGS BANK,SL,MCP-C,DAVIS,32032.0,85-10-18,1089
10/17/1985,9905.0,MIAMI,OK,PASNN,OK,I,,"AFTON, OK",FAILURE,30JUN2024,na,,2763.0,10794.0,,T,1985,NM,1,,SECURITY BANK&TRUST CO,2505,10/17/1985,FDIC,PA,FARMERS STATE BANK IN AFTON,NM,,AFTON,2321.0,,1084
10/11/1985,16300.0,SARATOGA,WY,PABNN,WY,I,,"SARATOGA, WY",FAILURE,30JUN2024,na,,4260.0,18470.0,,T,1985,SM,1,,FIRST WYOMING BANK SARAT,2503,10/11/1985,FDIC,PA,SARATOGA STATE BANK,SM,,SARATOGA,525.0,,1082
10/11/1985,175895.0,ST. JOSEPH,MO,PANNN,MO,I,,"ST. JOSEPH, MO",FAILURE,30JUN2024,na,,27105.0,193485.0,,T,1985,N,1,,COMMERCE BK OF ST JOSEPH,2504,10/11/1985,FDIC,PA,THE FIRST NATIONAL BANK OF ST. JOSEPH,N,,ST. JOSEPH,4602.0,,1083
10/10/1985,20609.0,CANTON,OK,PASAN,OK,I,,"CANTON, OK",FAILURE,30JUN2024,na,,8576.0,22438.0,,T,1985,NM,1,,COMMUNITY STATE BANK OF CAN,2502,10/10/1985,FDIC,PA,BANK OF CANTON,NM,,CANTON,15756.0,,1081
10/4/1985,177079.0,PORTLAND,ME,,ME,,,"PORTLAND, ME",ASSISTANCE,30JUN2024,na,,17500.0,231947.0,,,1985,SL,3,,SUN SAVINGS&LOAN ASSN,1673,10/4/1985,FSLIC,A/A,SUN S&LA,SL,,PORTLAND,28422.0,,1080
10/3/1985,19722.0,MIAMI,FL,PANNN,FL,I,,"HIALEAH GARDENS, FL",FAILURE,30JUN2024,na,,2699.0,20523.0,,T,1985,N,1,,BAYSHORE BANK OF FLORIDA,2500,10/3/1985,FDIC,PA,"TOWER BANK, N.A.",N,,HIALEAH GARDENS,24573.0,,1079
10/1/1985,5001932.0,NEW YORK,NY,,NY,,,"NEW YORK, NY",ASSISTANCE,30JUN2024,na,,334542.0,5277472.0,,,1985,SI,1,,BOWERY SAVINGS BANK,1924,10/1/1985,FDIC,A/A,BOWERY SAVINGS BANK,SI,,NEW YORK,15919.0,,1076
10/1/1985,93265.0,METAIRIE,LA,,LA,,,"BATON ROUGE, LA",ASSISTANCE,30JUN2024,na,,5250.0,116047.0,,,1985,SL,3,,PELICAN HOMESTEAD&SVG ASSN,0,10/1/1985,FSLIC,A/A,BATON ROUGE S&LA,SL,,BATON ROUGE,27873.0,,1077
10/1/1985,167698.0,ALBEQUERQUE,NM,,NM,,,"ALBERQUERQUE, NM",ASSISTANCE,30JUN2024,na,,19536.0,169057.0,,,1985,SL,3,,SECURITY FS&LA,1672,10/1/1985,FSLIC,A/A,SECURITY FS&LA,SL,,ALBERQUERQUE,30922.0,,1078
9/27/1985,3948.0,,,PONAN,OK,I,,"TERRAL, OK",FAILURE,30JUN2024,na,,1723.0,4063.0,,T,1985,N,1,,,5614,9/27/1985,FDIC,PO,THE FIRST NATIONLAL BANK IN TERRAL,N,,TERRAL,4207.0,,1072
9/27/1985,23678.0,DENTON,TX,PASNN,TX,I,,"DENTON, TX",FAILURE,30JUN2024,na,,8021.0,27831.0,,T,1985,NM,1,,TEXAS BANK OF DENTON,2499,9/27/1985,FDIC,PA,WESTERN STATE BANK,NM,,DENTON,18760.0,,1073
9/27/1985,71193.0,WASHINGTON,DC,,VA,,,"SPRINGFIELD, VA",ASSISTANCE,30JUN2024,na,,776.0,57071.0,,,1985,SL,3,,COLUMBIA FIRST FS&LA,1671,9/27/1985,FSLIC,A/A,FAMILY FS&LA,SL,,SPRINGFIELD,31652.0,,1074
7/14/1986,46160.0,WINDSOR,CA,,CA,,,"WINDSOR, CA",ASSISTANCE,30JUN2024,na,,6070.0,45574.0,,,1985,SL,3,,EMPIRE OF AMERICA-CALIFORNI,1689,9/27/1985,FSLIC,A/A,GOLDEN PACIFIC S&LA,SL,MCP-C,WINDSOR,32207.0,85-09-27,1075
9/25/1985,26586.0,,,POBAN,KS,I,,"SEDAN, KS",FAILURE,30JUN2024,na,,8340.0,28153.0,,T,1985,SM,1,,,6612,9/25/1985,FDIC,PO,THE SEDAN STATE BANK,SM,,SEDAN,1148.0,,1071
12/31/1988,101105.0,CHICAGO,IL,,IL,,,"GLEN ELLYN, IL",ASSISTANCE,30JUN2024,na,,18485.0,122108.0,,,1985,SL,3,,CITICORP SAVINGS OF ILLINOI,1771,9/20/1985,FSLIC,A/A,GLEN ELLYN  S&LA,SL,MCP-C,GLEN ELLYN,30916.0,85-09-20,1070
9/18/1985,4217.0,,,POSAN,NE,I,,"ELBA, NE",FAILURE,30JUN2024,na,,657.0,4735.0,,T,1985,NM,1,,,6611,9/18/1985,FDIC,PO,ELBA STATE BANK,NM,,ELBA,12743.0,,1069
9/13/1985,25309.0,HIGHLAND,NY,DTNNN,NY,I,,"RAMAPO, NY",FAILURE,30JUN2024,na,,0.0,29482.0,,T,1985,N,1,,FIRST NB OF HIGHLAND,5610,9/13/1985,FDIC,IDT,THE FIRST NATIONAL BANK OF ROCKLAND,N,,RAMAPO,21562.0,,1068
